ID,Produto,Categoria,Tipo,Origem,Marca,Unidade,Embalagem,Preço,Data,Link,Observações
1,Arroz tipo 1,Gêneros alimentícios (geral),Mercado,PREÇO BAIXO,FAZENDA,KG,1,"R$ 12,50",30/09/2025,,
